YEAR,SECTION,QUESTION_NUMBER,QUESTION_TEXT,QUESTION_TYPE,MARKS,DIFFICULTY_LABEL,TOPIC,ANSWER_TEXT
2016,Section C,2b,Explain the client-server model with an example.,Short Answer,2.0,medium,Networking - Protocols,"In client-server model, the server provides resources/services and the client requests them. Example: Web browser (client) requests a webpage from a web server."
2016,Section C,2c,What is the difference between a router and a modem?,Very Short Answer,1.0,easy,Networking Devices,Modem converts digital data to analog (for transmission). Router routes data packets between networks. A modem connects to ISP; router connects devices within a network.
2021,Section C,2g,What is WiFi? Which IEEE standard defines WiFi?,Very Short Answer,1.0,easy,Networking - Mobile Technologies,WiFi is wireless networking technology. It is defined by IEEE 802.11 standards for wireless LANs.
2013,Section C,2c,What is a MAC address? How is it different from an IP address?,Short Answer,2.0,easy,Networking - Protocols,MAC address: hardware address burned into the NIC (permanent). IP address: logical address assigned by network (can change). MAC = Layer 2; IP = Layer 3.
2017,Section C,6e,What is the difference between a Hacker and a Cracker?,Very Short Answer,1.0,easy,Networking - Cyber Security (Hacker vs Cracker),Hacker explores systems to improve security (ethical). Cracker breaks into systems with malicious intent. Crackers are criminals; ethical hackers are security professionals.
2020,Section C,4e,What is topology? Compare star and bus topologies.,Short Answer,2.0,medium,Networking - Network Topology,"Topology is the layout of a network. Star: all devices connect to a central switch/hub (easier to manage, single point of failure). Bus: all devices share one backbone cable (cheaper, harder to troubleshoot)."
2020,Section C,2d,What is the purpose of DNS in a network?,Very Short Answer,1.0,easy,Networking - Protocols,"DNS (Domain Name System) translates domain names (e.g., www.google.com) to IP addresses, enabling browsers to find websites."
2019,Section C,2g,What is cybercrime? Name any two types of cybercrime.,Short Answer,2.0,easy,Cybersecurity,Cybercrime is illegal activity involving computers or the internet. Types: (1) Phishing - stealing credentials via fake websites. (2) Ransomware - encrypting files for ransom.
2019,Section C,3h,Suggest a network topology for a school with 50 computers in 5 labs. Justify your choice.,Short Answer,2.0,medium,Networking - Network Design,"Star topology is ideal. Each lab has a switch; all switches connect to a central router. Easy to add/remove computers, fault is isolated to one segment."
2023,Section D,2e,What is cloud computing? Name two service models of cloud computing.,Short Answer,2.0,easy,Internet and Web Technologies,Cloud computing delivers computing services over the internet. Service models: (1) IaaS (Infrastructure as a Service) (2) SaaS (Software as a Service)
2023,Section E,2e,What is the role of a repeater in a network?,Very Short Answer,1.0,easy,Networking - Hardware Devices,A repeater regenerates and amplifies weak network signals to extend the range of a network segment.
2015,Section C,6a,What are cookies in web browsing? What is their purpose?,Very Short Answer,1.0,easy,Internet - Web Scripting,"Cookies are small data files stored by a browser on a user's computer. They remember user preferences, login sessions, and browsing history."
2021,Section C,2g,What is the difference between circuit switching and packet switching?,Short Answer,2.0,medium,Networking - Communication Protocols,"Circuit switching: dedicated path established for entire communication (e.g., telephone). Packet switching: data split into packets sent independently (e.g., internet). Packet switching is more efficient."
2024,Section E,6d,What is the OSI model? Name its seven layers.,Short Answer,2.0,easy,Networking - Protocols,"OSI (Open Systems Interconnection) model has 7 layers: Physical, Data Link, Network, Transport, Session, Presentation, Application."
2018,Section C,6f,What is HTTPS? How does it differ from HTTP?,Very Short Answer,1.0,easy,Networking - Cyber Security,"HTTPS is HTTP with SSL/TLS encryption. It provides secure, encrypted communication. HTTP is unsecured; HTTPS protects data during transmission."
2015,Section C,5h,What is the significance of subnetting in IP networking?,Short Answer,2.0,easy,Networking - Protocols,"Subnetting divides a large network into smaller subnetworks (subnets), improving performance, security, and efficient IP address utilization."
2017,Section C,3g,Explain the concept of bandwidth and its importance in networking.,Very Short Answer,1.0,easy,Networking - Transmission Media,"Bandwidth is the maximum data transfer rate of a network. Higher bandwidth means faster data transmission. Measured in bps, Kbps, Mbps, or Gbps."
2012,Section C,3c,What is the difference between a hub and a switch?,Very Short Answer,1.0,easy,Networking Devices,Hub broadcasts data to all devices; switch sends data only to the intended device using MAC addresses. Switch is more efficient.
2022,Section E,3f,What is the full form of: (i) HTTP (ii) FTP (iii) SMTP (iv) DNS?,Very Short Answer,1.0,easy,Networking - Abbreviations,(i) HyperText Transfer Protocol (ii) File Transfer Protocol (iii) Simple Mail Transfer Protocol (iv) Domain Name System
2012,Section C,3h,What is the difference between LAN and WAN?,Very Short Answer,1.0,easy,Networking - Network Topology,LAN (Local Area Network) covers a small area like a building. WAN (Wide Area Network) covers a large geographic area like a country or continent.
2022,Section D,3d,What is IP addressing? What is the difference between IPv4 and IPv6?,Short Answer,2.0,medium,Networking - Protocols,"IP address uniquely identifies a device on a network. IPv4: 32-bit, dotted decimal (e.g., 192.168.1.1). IPv6: 128-bit, hexadecimal, supports more addresses."
2011,Section C,5g,What is a firewall? What is its role in network security?,Very Short Answer,1.0,easy,Networking - Cyber Security,A firewall monitors and controls incoming/outgoing network traffic based on security rules. It protects a network from unauthorized access.
2023,Section E,1e,Explain the client-server model with an example.,Short Answer,2.0,medium,Networking - Protocols,"In client-server model, the server provides resources/services and the client requests them. Example: Web browser (client) requests a webpage from a web server."
2025,Section E,2d,What is the difference between a router and a modem?,Very Short Answer,1.0,easy,Networking Devices,Modem converts digital data to analog (for transmission). Router routes data packets between networks. A modem connects to ISP; router connects devices within a network.
2022,Section E,2e,What is WiFi? Which IEEE standard defines WiFi?,Very Short Answer,1.0,easy,Networking - Mobile Technologies,WiFi is wireless networking technology. It is defined by IEEE 802.11 standards for wireless LANs.
2024,Section E,4g,What is a MAC address? How is it different from an IP address?,Short Answer,2.0,easy,Networking - Protocols,MAC address: hardware address burned into the NIC (permanent). IP address: logical address assigned by network (can change). MAC = Layer 2; IP = Layer 3.
2020,Section C,6d,What is the difference between a Hacker and a Cracker?,Very Short Answer,1.0,easy,Networking - Cyber Security (Hacker vs Cracker),Hacker explores systems to improve security (ethical). Cracker breaks into systems with malicious intent. Crackers are criminals; ethical hackers are security professionals.
2020,Section C,2g,What is topology? Compare star and bus topologies.,Short Answer,2.0,medium,Networking - Network Topology,"Topology is the layout of a network. Star: all devices connect to a central switch/hub (easier to manage, single point of failure). Bus: all devices share one backbone cable (cheaper, harder to troubleshoot)."
2014,Section C,6f,What is the purpose of DNS in a network?,Very Short Answer,1.0,easy,Networking - Protocols,"DNS (Domain Name System) translates domain names (e.g., www.google.com) to IP addresses, enabling browsers to find websites."
2017,Section C,2e,What is cybercrime? Name any two types of cybercrime.,Short Answer,2.0,easy,Cybersecurity,Cybercrime is illegal activity involving computers or the internet. Types: (1) Phishing - stealing credentials via fake websites. (2) Ransomware - encrypting files for ransom.
2016,Section C,6g,Suggest a network topology for a school with 50 computers in 5 labs. Justify your choice.,Short Answer,2.0,medium,Networking - Network Design,"Star topology is ideal. Each lab has a switch; all switches connect to a central router. Easy to add/remove computers, fault is isolated to one segment."
2025,Section D,3b,What is cloud computing? Name two service models of cloud computing.,Short Answer,2.0,easy,Internet and Web Technologies,Cloud computing delivers computing services over the internet. Service models: (1) IaaS (Infrastructure as a Service) (2) SaaS (Software as a Service)
2020,Section C,4b,What is the role of a repeater in a network?,Very Short Answer,1.0,easy,Networking - Hardware Devices,A repeater regenerates and amplifies weak network signals to extend the range of a network segment.
2015,Section C,6h,What are cookies in web browsing? What is their purpose?,Very Short Answer,1.0,easy,Internet - Web Scripting,"Cookies are small data files stored by a browser on a user's computer. They remember user preferences, login sessions, and browsing history."
2023,Section D,6d,What is the difference between circuit switching and packet switching?,Short Answer,2.0,medium,Networking - Communication Protocols,"Circuit switching: dedicated path established for entire communication (e.g., telephone). Packet switching: data split into packets sent independently (e.g., internet). Packet switching is more efficient."
2020,Section C,3d,What is the OSI model? Name its seven layers.,Short Answer,2.0,easy,Networking - Protocols,"OSI (Open Systems Interconnection) model has 7 layers: Physical, Data Link, Network, Transport, Session, Presentation, Application."
2019,Section C,4f,What is HTTPS? How does it differ from HTTP?,Very Short Answer,1.0,easy,Networking - Cyber Security,"HTTPS is HTTP with SSL/TLS encryption. It provides secure, encrypted communication. HTTP is unsecured; HTTPS protects data during transmission."
2023,Section D,6a,What is the significance of subnetting in IP networking?,Short Answer,2.0,easy,Networking - Protocols,"Subnetting divides a large network into smaller subnetworks (subnets), improving performance, security, and efficient IP address utilization."
2023,Section D,4c,Explain the concept of bandwidth and its importance in networking.,Very Short Answer,1.0,easy,Networking - Transmission Media,"Bandwidth is the maximum data transfer rate of a network. Higher bandwidth means faster data transmission. Measured in bps, Kbps, Mbps, or Gbps."
2019,Section C,5h,What is the difference between a hub and a switch?,Very Short Answer,1.0,easy,Networking Devices,Hub broadcasts data to all devices; switch sends data only to the intended device using MAC addresses. Switch is more efficient.
2017,Section C,5b,What is the full form of: (i) HTTP (ii) FTP (iii) SMTP (iv) DNS?,Very Short Answer,1.0,easy,Networking - Abbreviations,(i) HyperText Transfer Protocol (ii) File Transfer Protocol (iii) Simple Mail Transfer Protocol (iv) Domain Name System
2023,Section D,3d,What is the difference between LAN and WAN?,Very Short Answer,1.0,easy,Networking - Network Topology,LAN (Local Area Network) covers a small area like a building. WAN (Wide Area Network) covers a large geographic area like a country or continent.
2012,Section C,1g,What is IP addressing? What is the difference between IPv4 and IPv6?,Short Answer,2.0,medium,Networking - Protocols,"IP address uniquely identifies a device on a network. IPv4: 32-bit, dotted decimal (e.g., 192.168.1.1). IPv6: 128-bit, hexadecimal, supports more addresses."
2016,Section C,6h,What is a firewall? What is its role in network security?,Very Short Answer,1.0,easy,Networking - Cyber Security,A firewall monitors and controls incoming/outgoing network traffic based on security rules. It protects a network from unauthorized access.
2012,Section C,1d,Explain the client-server model with an example.,Short Answer,2.0,medium,Networking - Protocols,"In client-server model, the server provides resources/services and the client requests them. Example: Web browser (client) requests a webpage from a web server."
2010,Section C,4d,What is the difference between a router and a modem?,Very Short Answer,1.0,easy,Networking Devices,Modem converts digital data to analog (for transmission). Router routes data packets between networks. A modem connects to ISP; router connects devices within a network.
2025,Section D,4a,What is WiFi? Which IEEE standard defines WiFi?,Very Short Answer,1.0,easy,Networking - Mobile Technologies,WiFi is wireless networking technology. It is defined by IEEE 802.11 standards for wireless LANs.
2025,Section D,1b,What is a MAC address? How is it different from an IP address?,Short Answer,2.0,easy,Networking - Protocols,MAC address: hardware address burned into the NIC (permanent). IP address: logical address assigned by network (can change). MAC = Layer 2; IP = Layer 3.
2018,Section C,5g,What is the difference between a Hacker and a Cracker?,Very Short Answer,1.0,easy,Networking - Cyber Security (Hacker vs Cracker),Hacker explores systems to improve security (ethical). Cracker breaks into systems with malicious intent. Crackers are criminals; ethical hackers are security professionals.
2025,Section D,5c,What is topology? Compare star and bus topologies.,Short Answer,2.0,medium,Networking - Network Topology,"Topology is the layout of a network. Star: all devices connect to a central switch/hub (easier to manage, single point of failure). Bus: all devices share one backbone cable (cheaper, harder to troubleshoot)."
2022,Section E,5d,What is the purpose of DNS in a network?,Very Short Answer,1.0,easy,Networking - Protocols,"DNS (Domain Name System) translates domain names (e.g., www.google.com) to IP addresses, enabling browsers to find websites."
2013,Section C,2b,What is cybercrime? Name any two types of cybercrime.,Short Answer,2.0,easy,Cybersecurity,Cybercrime is illegal activity involving computers or the internet. Types: (1) Phishing - stealing credentials via fake websites. (2) Ransomware - encrypting files for ransom.
2019,Section C,4d,Suggest a network topology for a school with 50 computers in 5 labs. Justify your choice.,Short Answer,2.0,medium,Networking - Network Design,"Star topology is ideal. Each lab has a switch; all switches connect to a central router. Easy to add/remove computers, fault is isolated to one segment."
2019,Section C,4g,What is cloud computing? Name two service models of cloud computing.,Short Answer,2.0,easy,Internet and Web Technologies,Cloud computing delivers computing services over the internet. Service models: (1) IaaS (Infrastructure as a Service) (2) SaaS (Software as a Service)
2015,Section C,3e,What is the role of a repeater in a network?,Very Short Answer,1.0,easy,Networking - Hardware Devices,A repeater regenerates and amplifies weak network signals to extend the range of a network segment.
2014,Section C,6c,What are cookies in web browsing? What is their purpose?,Very Short Answer,1.0,easy,Internet - Web Scripting,"Cookies are small data files stored by a browser on a user's computer. They remember user preferences, login sessions, and browsing history."
2022,Section E,3g,What is the difference between circuit switching and packet switching?,Short Answer,2.0,medium,Networking - Communication Protocols,"Circuit switching: dedicated path established for entire communication (e.g., telephone). Packet switching: data split into packets sent independently (e.g., internet). Packet switching is more efficient."
2016,Section C,2b,What is the OSI model? Name its seven layers.,Short Answer,2.0,easy,Networking - Protocols,"OSI (Open Systems Interconnection) model has 7 layers: Physical, Data Link, Network, Transport, Session, Presentation, Application."
2024,Section D,6e,What is HTTPS? How does it differ from HTTP?,Very Short Answer,1.0,easy,Networking - Cyber Security,"HTTPS is HTTP with SSL/TLS encryption. It provides secure, encrypted communication. HTTP is unsecured; HTTPS protects data during transmission."
2010,Section C,2g,What is the significance of subnetting in IP networking?,Short Answer,2.0,easy,Networking - Protocols,"Subnetting divides a large network into smaller subnetworks (subnets), improving performance, security, and efficient IP address utilization."
2018,Section C,5b,Explain the concept of bandwidth and its importance in networking.,Very Short Answer,1.0,easy,Networking - Transmission Media,"Bandwidth is the maximum data transfer rate of a network. Higher bandwidth means faster data transmission. Measured in bps, Kbps, Mbps, or Gbps."
2013,Section C,2g,What is the difference between a hub and a switch?,Very Short Answer,1.0,easy,Networking Devices,Hub broadcasts data to all devices; switch sends data only to the intended device using MAC addresses. Switch is more efficient.
2022,Section E,5h,What is the full form of: (i) HTTP (ii) FTP (iii) SMTP (iv) DNS?,Very Short Answer,1.0,easy,Networking - Abbreviations,(i) HyperText Transfer Protocol (ii) File Transfer Protocol (iii) Simple Mail Transfer Protocol (iv) Domain Name System
2012,Section C,5g,What is the difference between LAN and WAN?,Very Short Answer,1.0,easy,Networking - Network Topology,LAN (Local Area Network) covers a small area like a building. WAN (Wide Area Network) covers a large geographic area like a country or continent.
2024,Section D,4d,What is IP addressing? What is the difference between IPv4 and IPv6?,Short Answer,2.0,medium,Networking - Protocols,"IP address uniquely identifies a device on a network. IPv4: 32-bit, dotted decimal (e.g., 192.168.1.1). IPv6: 128-bit, hexadecimal, supports more addresses."
2016,Section C,3d,What is a firewall? What is its role in network security?,Very Short Answer,1.0,easy,Networking - Cyber Security,A firewall monitors and controls incoming/outgoing network traffic based on security rules. It protects a network from unauthorized access.
2013,Section C,1b,Explain the client-server model with an example.,Short Answer,2.0,medium,Networking - Protocols,"In client-server model, the server provides resources/services and the client requests them. Example: Web browser (client) requests a webpage from a web server."
2022,Section D,2f,What is the difference between a router and a modem?,Very Short Answer,1.0,easy,Networking Devices,Modem converts digital data to analog (for transmission). Router routes data packets between networks. A modem connects to ISP; router connects devices within a network.
2010,Section C,1g,What is WiFi? Which IEEE standard defines WiFi?,Very Short Answer,1.0,easy,Networking - Mobile Technologies,WiFi is wireless networking technology. It is defined by IEEE 802.11 standards for wireless LANs.
2017,Section C,5e,What is a MAC address? How is it different from an IP address?,Short Answer,2.0,easy,Networking - Protocols,MAC address: hardware address burned into the NIC (permanent). IP address: logical address assigned by network (can change). MAC = Layer 2; IP = Layer 3.
2011,Section C,1d,What is the difference between a Hacker and a Cracker?,Very Short Answer,1.0,easy,Networking - Cyber Security (Hacker vs Cracker),Hacker explores systems to improve security (ethical). Cracker breaks into systems with malicious intent. Crackers are criminals; ethical hackers are security professionals.
2017,Section C,2e,What is topology? Compare star and bus topologies.,Short Answer,2.0,medium,Networking - Network Topology,"Topology is the layout of a network. Star: all devices connect to a central switch/hub (easier to manage, single point of failure). Bus: all devices share one backbone cable (cheaper, harder to troubleshoot)."
2018,Section C,2h,What is the purpose of DNS in a network?,Very Short Answer,1.0,easy,Networking - Protocols,"DNS (Domain Name System) translates domain names (e.g., www.google.com) to IP addresses, enabling browsers to find websites."
2023,Section E,6d,What is cybercrime? Name any two types of cybercrime.,Short Answer,2.0,easy,Cybersecurity,Cybercrime is illegal activity involving computers or the internet. Types: (1) Phishing - stealing credentials via fake websites. (2) Ransomware - encrypting files for ransom.
2018,Section C,5b,Suggest a network topology for a school with 50 computers in 5 labs. Justify your choice.,Short Answer,2.0,medium,Networking - Network Design,"Star topology is ideal. Each lab has a switch; all switches connect to a central router. Easy to add/remove computers, fault is isolated to one segment."
2019,Section C,1e,What is cloud computing? Name two service models of cloud computing.,Short Answer,2.0,easy,Internet and Web Technologies,Cloud computing delivers computing services over the internet. Service models: (1) IaaS (Infrastructure as a Service) (2) SaaS (Software as a Service)
2012,Section C,6a,What is the role of a repeater in a network?,Very Short Answer,1.0,easy,Networking - Hardware Devices,A repeater regenerates and amplifies weak network signals to extend the range of a network segment.
2012,Section C,4h,What are cookies in web browsing? What is their purpose?,Very Short Answer,1.0,easy,Internet - Web Scripting,"Cookies are small data files stored by a browser on a user's computer. They remember user preferences, login sessions, and browsing history."
2016,Section C,1b,What is the difference between circuit switching and packet switching?,Short Answer,2.0,medium,Networking - Communication Protocols,"Circuit switching: dedicated path established for entire communication (e.g., telephone). Packet switching: data split into packets sent independently (e.g., internet). Packet switching is more efficient."
2018,Section C,5b,What is the OSI model? Name its seven layers.,Short Answer,2.0,easy,Networking - Protocols,"OSI (Open Systems Interconnection) model has 7 layers: Physical, Data Link, Network, Transport, Session, Presentation, Application."
2013,Section C,4a,What is HTTPS? How does it differ from HTTP?,Very Short Answer,1.0,easy,Networking - Cyber Security,"HTTPS is HTTP with SSL/TLS encryption. It provides secure, encrypted communication. HTTP is unsecured; HTTPS protects data during transmission."
2019,Section C,5b,What is the significance of subnetting in IP networking?,Short Answer,2.0,easy,Networking - Protocols,"Subnetting divides a large network into smaller subnetworks (subnets), improving performance, security, and efficient IP address utilization."
2010,Section C,1e,Explain the concept of bandwidth and its importance in networking.,Very Short Answer,1.0,easy,Networking - Transmission Media,"Bandwidth is the maximum data transfer rate of a network. Higher bandwidth means faster data transmission. Measured in bps, Kbps, Mbps, or Gbps."
2015,Section C,1c,What is the difference between a hub and a switch?,Very Short Answer,1.0,easy,Networking Devices,Hub broadcasts data to all devices; switch sends data only to the intended device using MAC addresses. Switch is more efficient.
2023,Section E,1g,What is the full form of: (i) HTTP (ii) FTP (iii) SMTP (iv) DNS?,Very Short Answer,1.0,easy,Networking - Abbreviations,(i) HyperText Transfer Protocol (ii) File Transfer Protocol (iii) Simple Mail Transfer Protocol (iv) Domain Name System
2011,Section C,6b,What is the difference between LAN and WAN?,Very Short Answer,1.0,easy,Networking - Network Topology,LAN (Local Area Network) covers a small area like a building. WAN (Wide Area Network) covers a large geographic area like a country or continent.
2011,Section C,2e,What is IP addressing? What is the difference between IPv4 and IPv6?,Short Answer,2.0,medium,Networking - Protocols,"IP address uniquely identifies a device on a network. IPv4: 32-bit, dotted decimal (e.g., 192.168.1.1). IPv6: 128-bit, hexadecimal, supports more addresses."
2014,Section C,1d,What is a firewall? What is its role in network security?,Very Short Answer,1.0,easy,Networking - Cyber Security,A firewall monitors and controls incoming/outgoing network traffic based on security rules. It protects a network from unauthorized access.
2018,Section C,5f,Explain the client-server model with an example.,Short Answer,2.0,medium,Networking - Protocols,"In client-server model, the server provides resources/services and the client requests them. Example: Web browser (client) requests a webpage from a web server."
2019,Section C,5e,What is the difference between a router and a modem?,Very Short Answer,1.0,easy,Networking Devices,Modem converts digital data to analog (for transmission). Router routes data packets between networks. A modem connects to ISP; router connects devices within a network.
2014,Section C,1d,What is WiFi? Which IEEE standard defines WiFi?,Very Short Answer,1.0,easy,Networking - Mobile Technologies,WiFi is wireless networking technology. It is defined by IEEE 802.11 standards for wireless LANs.
2020,Section C,2b,What is a MAC address? How is it different from an IP address?,Short Answer,2.0,easy,Networking - Protocols,MAC address: hardware address burned into the NIC (permanent). IP address: logical address assigned by network (can change). MAC = Layer 2; IP = Layer 3.
2023,Section D,6h,What is the difference between a Hacker and a Cracker?,Very Short Answer,1.0,easy,Networking - Cyber Security (Hacker vs Cracker),Hacker explores systems to improve security (ethical). Cracker breaks into systems with malicious intent. Crackers are criminals; ethical hackers are security professionals.
2013,Section C,4b,What is topology? Compare star and bus topologies.,Short Answer,2.0,medium,Networking - Network Topology,"Topology is the layout of a network. Star: all devices connect to a central switch/hub (easier to manage, single point of failure). Bus: all devices share one backbone cable (cheaper, harder to troubleshoot)."
2016,Section C,5g,What is the purpose of DNS in a network?,Very Short Answer,1.0,easy,Networking - Protocols,"DNS (Domain Name System) translates domain names (e.g., www.google.com) to IP addresses, enabling browsers to find websites."
2011,Section C,1f,What is cybercrime? Name any two types of cybercrime.,Short Answer,2.0,easy,Cybersecurity,Cybercrime is illegal activity involving computers or the internet. Types: (1) Phishing - stealing credentials via fake websites. (2) Ransomware - encrypting files for ransom.
2025,Section D,6b,Suggest a network topology for a school with 50 computers in 5 labs. Justify your choice.,Short Answer,2.0,medium,Networking - Network Design,"Star topology is ideal. Each lab has a switch; all switches connect to a central router. Easy to add/remove computers, fault is isolated to one segment."
2025,Section D,2c,What is cloud computing? Name two service models of cloud computing.,Short Answer,2.0,easy,Internet and Web Technologies,Cloud computing delivers computing services over the internet. Service models: (1) IaaS (Infrastructure as a Service) (2) SaaS (Software as a Service)
2013,Section C,5e,What is the role of a repeater in a network?,Very Short Answer,1.0,easy,Networking - Hardware Devices,A repeater regenerates and amplifies weak network signals to extend the range of a network segment.
2010,Section C,2e,What are cookies in web browsing? What is their purpose?,Very Short Answer,1.0,easy,Internet - Web Scripting,"Cookies are small data files stored by a browser on a user's computer. They remember user preferences, login sessions, and browsing history."
2024,Section D,2b,What is the difference between circuit switching and packet switching?,Short Answer,2.0,medium,Networking - Communication Protocols,"Circuit switching: dedicated path established for entire communication (e.g., telephone). Packet switching: data split into packets sent independently (e.g., internet). Packet switching is more efficient."
2019,Section C,1b,What is the OSI model? Name its seven layers.,Short Answer,2.0,easy,Networking - Protocols,"OSI (Open Systems Interconnection) model has 7 layers: Physical, Data Link, Network, Transport, Session, Presentation, Application."
2014,Section C,5h,What is HTTPS? How does it differ from HTTP?,Very Short Answer,1.0,easy,Networking - Cyber Security,"HTTPS is HTTP with SSL/TLS encryption. It provides secure, encrypted communication. HTTP is unsecured; HTTPS protects data during transmission."
2019,Section C,3c,What is the significance of subnetting in IP networking?,Short Answer,2.0,easy,Networking - Protocols,"Subnetting divides a large network into smaller subnetworks (subnets), improving performance, security, and efficient IP address utilization."
2025,Section D,5d,Explain the concept of bandwidth and its importance in networking.,Very Short Answer,1.0,easy,Networking - Transmission Media,"Bandwidth is the maximum data transfer rate of a network. Higher bandwidth means faster data transmission. Measured in bps, Kbps, Mbps, or Gbps."
2023,Section E,5f,What is the difference between a hub and a switch?,Very Short Answer,1.0,easy,Networking Devices,Hub broadcasts data to all devices; switch sends data only to the intended device using MAC addresses. Switch is more efficient.
2025,Section E,3g,What is the full form of: (i) HTTP (ii) FTP (iii) SMTP (iv) DNS?,Very Short Answer,1.0,easy,Networking - Abbreviations,(i) HyperText Transfer Protocol (ii) File Transfer Protocol (iii) Simple Mail Transfer Protocol (iv) Domain Name System
2016,Section C,5b,What is the difference between LAN and WAN?,Very Short Answer,1.0,easy,Networking - Network Topology,LAN (Local Area Network) covers a small area like a building. WAN (Wide Area Network) covers a large geographic area like a country or continent.
2017,Section C,5b,What is IP addressing? What is the difference between IPv4 and IPv6?,Short Answer,2.0,medium,Networking - Protocols,"IP address uniquely identifies a device on a network. IPv4: 32-bit, dotted decimal (e.g., 192.168.1.1). IPv6: 128-bit, hexadecimal, supports more addresses."
2011,Section C,6h,What is a firewall? What is its role in network security?,Very Short Answer,1.0,easy,Networking - Cyber Security,A firewall monitors and controls incoming/outgoing network traffic based on security rules. It protects a network from unauthorized access.
2019,Section C,5b,Explain the client-server model with an example.,Short Answer,2.0,medium,Networking - Protocols,"In client-server model, the server provides resources/services and the client requests them. Example: Web browser (client) requests a webpage from a web server."
2022,Section D,5e,What is the difference between a router and a modem?,Very Short Answer,1.0,easy,Networking Devices,Modem converts digital data to analog (for transmission). Router routes data packets between networks. A modem connects to ISP; router connects devices within a network.
2015,Section C,2c,What is WiFi? Which IEEE standard defines WiFi?,Very Short Answer,1.0,easy,Networking - Mobile Technologies,WiFi is wireless networking technology. It is defined by IEEE 802.11 standards for wireless LANs.
2013,Section C,3e,What is a MAC address? How is it different from an IP address?,Short Answer,2.0,easy,Networking - Protocols,MAC address: hardware address burned into the NIC (permanent). IP address: logical address assigned by network (can change). MAC = Layer 2; IP = Layer 3.
2011,Section C,1d,What is the difference between a Hacker and a Cracker?,Very Short Answer,1.0,easy,Networking - Cyber Security (Hacker vs Cracker),Hacker explores systems to improve security (ethical). Cracker breaks into systems with malicious intent. Crackers are criminals; ethical hackers are security professionals.
2012,Section C,3d,What is topology? Compare star and bus topologies.,Short Answer,2.0,medium,Networking - Network Topology,"Topology is the layout of a network. Star: all devices connect to a central switch/hub (easier to manage, single point of failure). Bus: all devices share one backbone cable (cheaper, harder to troubleshoot)."
2020,Section C,1g,What is the purpose of DNS in a network?,Very Short Answer,1.0,easy,Networking - Protocols,"DNS (Domain Name System) translates domain names (e.g., www.google.com) to IP addresses, enabling browsers to find websites."
2023,Section D,4b,What is cybercrime? Name any two types of cybercrime.,Short Answer,2.0,easy,Cybersecurity,Cybercrime is illegal activity involving computers or the internet. Types: (1) Phishing - stealing credentials via fake websites. (2) Ransomware - encrypting files for ransom.
2023,Section E,3f,Suggest a network topology for a school with 50 computers in 5 labs. Justify your choice.,Short Answer,2.0,medium,Networking - Network Design,"Star topology is ideal. Each lab has a switch; all switches connect to a central router. Easy to add/remove computers, fault is isolated to one segment."
2015,Section C,3c,What is cloud computing? Name two service models of cloud computing.,Short Answer,2.0,easy,Internet and Web Technologies,Cloud computing delivers computing services over the internet. Service models: (1) IaaS (Infrastructure as a Service) (2) SaaS (Software as a Service)
2025,Section E,1a,What is the role of a repeater in a network?,Very Short Answer,1.0,easy,Networking - Hardware Devices,A repeater regenerates and amplifies weak network signals to extend the range of a network segment.
2014,Section C,6f,What are cookies in web browsing? What is their purpose?,Very Short Answer,1.0,easy,Internet - Web Scripting,"Cookies are small data files stored by a browser on a user's computer. They remember user preferences, login sessions, and browsing history."
2019,Section C,4b,What is the difference between circuit switching and packet switching?,Short Answer,2.0,medium,Networking - Communication Protocols,"Circuit switching: dedicated path established for entire communication (e.g., telephone). Packet switching: data split into packets sent independently (e.g., internet). Packet switching is more efficient."
2024,Section E,5f,What is the OSI model? Name its seven layers.,Short Answer,2.0,easy,Networking - Protocols,"OSI (Open Systems Interconnection) model has 7 layers: Physical, Data Link, Network, Transport, Session, Presentation, Application."
2023,Section E,5e,What is HTTPS? How does it differ from HTTP?,Very Short Answer,1.0,easy,Networking - Cyber Security,"HTTPS is HTTP with SSL/TLS encryption. It provides secure, encrypted communication. HTTP is unsecured; HTTPS protects data during transmission."
2017,Section C,1a,What is the significance of subnetting in IP networking?,Short Answer,2.0,easy,Networking - Protocols,"Subnetting divides a large network into smaller subnetworks (subnets), improving performance, security, and efficient IP address utilization."
2021,Section C,1f,Explain the concept of bandwidth and its importance in networking.,Very Short Answer,1.0,easy,Networking - Transmission Media,"Bandwidth is the maximum data transfer rate of a network. Higher bandwidth means faster data transmission. Measured in bps, Kbps, Mbps, or Gbps."
2023,Section E,3g,What is the difference between a hub and a switch?,Very Short Answer,1.0,easy,Networking Devices,Hub broadcasts data to all devices; switch sends data only to the intended device using MAC addresses. Switch is more efficient.
2016,Section C,3f,What is the full form of: (i) HTTP (ii) FTP (iii) SMTP (iv) DNS?,Very Short Answer,1.0,easy,Networking - Abbreviations,(i) HyperText Transfer Protocol (ii) File Transfer Protocol (iii) Simple Mail Transfer Protocol (iv) Domain Name System
2019,Section C,2c,What is the difference between LAN and WAN?,Very Short Answer,1.0,easy,Networking - Network Topology,LAN (Local Area Network) covers a small area like a building. WAN (Wide Area Network) covers a large geographic area like a country or continent.
